Machine,Process,Quality_Label,Filename,ch_0_mean,ch_0_std,ch_0_rms,ch_0_max,ch_0_min,ch_0_peak,ch_1_mean,ch_1_std,ch_1_rms,ch_1_max,ch_1_min,ch_1_peak,ch_2_mean,ch_2_std,ch_2_rms,ch_2_max,ch_2_min,ch_2_peak
M01,OP01,good,M01_Feb_2020_OP01_000.h5,-1.5633413461538461,410.7892115628544,410.79218635776914,2295.0,-2028.0,2295.0,36.74842247596154,147.47307224125169,151.98274109498485,2865.0,-2395.0,2865.0,-1013.2813551682692,147.0186642952803,1023.8913967715582,-148.0,-2170.0,2170.0
M01,OP01,good,M01_Feb_2020_OP01_001.h5,0.19200303819444445,439.0416549376547,439.0416969213304,2338.0,-2295.0,2338.0,38.6044921875,181.4801468385586,185.5406977285564,2479.0,-2211.0,2479.0,-1013.7075737847222,181.38594944691323,1029.8077042852544,-52.0,-1618.0,1618.0
M01,OP01,good,M01_Feb_2020_OP01_002.h5,-0.4539360434322034,430.6005324599052,430.6007717279259,2274.0,-2028.0,2274.0,37.822944253177965,175.874181274421,179.89525494277748,2769.0,-2516.0,2769.0,-1013.576767743644,171.84223454786724,1028.0406692753245,-163.0,-1618.0,1618.0
M01,OP01,good,M01_Feb_2020_OP01_003.h5,-0.13841931573275862,434.3814223867577,434.38144444100027,2330.0,-2114.0,2330.0,37.69723195043103,176.70290313301396,180.67926630457606,2492.0,-2414.0,2492.0,-1013.6151670258621,174.63897374860412,1028.5496964059791,-302.0,-1871.0,1871.0
M01,OP01,good,M01_Feb_2021_OP01_000.h5,-4.422748766447368,429.4741802555833,429.4969525070654,2117.0,-1854.0,2117.0,29.88500548245614,150.95689507966927,153.88663920165618,1696.0,-1747.0,1747.0,-1013.7424444901316,185.192020388489,1030.5192032060334,-306.0,-1776.0,1776.0
M01,OP01,good,M01_Feb_2021_OP01_001.h5,-3.943783166273585,434.52556063393695,434.54345728580444,2285.0,-1916.0,2285.0,32.725456957547166,152.3064116258546,155.78253610538164,1725.0,-1846.0,1846.0,-1013.6698665978773,196.1205309927641,1032.467849923397,-257.0,-1729.0,1729.0
M01,OP01,good,M01_Feb_2021_OP01_002.h5,-2.5329545454545452,426.6399414975623,426.64746048672635,2000.0,-1813.0,2000.0,34.09129971590909,160.76650881804858,164.3413735912647,2098.0,-1926.0,2098.0,-1012.9226740056819,193.27403791779318,1031.196973059885,-372.0,-1774.0,1774.0
M01,OP01,good,M01_Feb_2021_OP01_003.h5,-5.060646186440678,421.23327974317834,421.26367764503397,2073.0,-1848.0,2073.0,30.355832891949152,149.89996820711224,152.94272476668252,1893.0,-2383.0,2383.0,-1013.7611063294491,182.3802138123048,1030.0359814572162,-265.0,-1731.0,1731.0
M01,OP01,good,M01_Feb_2021_OP01_004.h5,-3.7836408943965516,425.76945388170657,425.7862653927959,2002.0,-1955.0,2002.0,32.628098060344826,147.7928665465284,151.35165735820482,2012.0,-1895.0,2012.0,-1013.6662345096983,183.59767359924652,1030.1588910144521,-355.0,-1764.0,1764.0
M01,OP01,good,M01_Feb_2021_OP01_005.h5,-3.948672537076271,422.0688683125952,422.08733884526777,2067.0,-1916.0,2067.0,31.50493246822034,146.03778654450002,149.39744264425704,1670.0,-2057.0,2057.0,-1013.3348450741526,184.0304681922425,1029.9100550361243,-286.0,-1717.0,1717.0
M01,OP01,good,M01_Feb_2021_OP01_006.h5,-2.721661603009259,430.869082833487,430.87767867882366,2033.0,-1942.0,2033.0,34.773148148148145,157.64587327572082,161.43541492806864,2098.0,-2043.0,2098.0,-1012.9967990451389,199.24270037738324,1032.4050409259773,-333.0,-1747.0,1747.0
M01,OP01,good,M01_Feb_2021_OP01_007.h5,-3.5038725754310347,425.4723305373583,425.48675793250715,2088.0,-1881.0,2088.0,34.614796605603445,153.59419469916367,157.44637432895016,2049.0,-2096.0,2096.0,-1013.2382644127155,188.68058503402494,1030.6561713970736,-300.0,-1745.0,1745.0
M01,OP01,good,M01_Feb_2021_OP01_008.h5,-3.108954067887931,426.42028500277814,426.4316182663368,1971.0,-1998.0,1998.0,35.19947130926724,152.5274118298071,156.53630294583908,2088.0,-1992.0,2088.0,-1013.089321794181,184.28399141720624,1029.713825985672,-290.0,-1729.0,1729.0
M01,OP01,good,M01_Feb_2021_OP01_009.h5,-3.1242759967672415,426.16011089951024,426.1715631320171,1885.0,-1996.0,1996.0,34.98681640625,152.42180873076722,156.3856933961775,2035.0,-1932.0,2035.0,-1012.9491177262931,182.00478543719524,1029.1703731766258,-417.0,-1735.0,1735.0
M01,OP01,good,M01_Feb_2021_OP01_010.h5,-3.023302801724138,425.21424116733914,425.22498897800796,2078.0,-1899.0,2078.0,34.01995218211207,159.26837760778716,162.86120855590465,2084.0,-2221.0,2221.0,-1013.0969322467672,191.12042932015385,1030.9667369179913,-351.0,-1889.0,1889.0
M01,OP01,good,M01_Feb_2021_OP01_011.h5,-3.257849351415094,434.533129254453,434.5453417102336,2336.0,-1983.0,2336.0,30.554705925707548,147.56608549006356,150.69618323324323,1456.0,-1604.0,1604.0,-1013.6513856132076,184.9806756133721,1030.391664322822,-333.0,-1700.0,1700.0
M01,OP01,good,M01_Feb_2021_OP01_012.h5,-4.14449814618644,422.0725630183901,422.0929107646759,2022.0,-1903.0,2022.0,30.30760063559322,154.77683890510568,157.7162658629212,1704.0,-1727.0,1727.0,-1013.7475503177966,182.66804355427965,1030.0736429553383,-396.0,-1754.0,1754.0
M01,OP01,good,M01_Feb_2021_OP01_013.h5,-4.90072,414.92382948136594,414.9527699967793,2115.0,-2063.0,2115.0,30.047744,148.17374264190826,151.18969848504892,1657.0,-1544.0,1657.0,-1013.601456,181.51644014435735,1029.726240147351,-357.0,-1713.0,1713.0
M01,OP01,good,M01_Feb_2021_OP01_014.h5,-4.587553879310345,425.37325673078414,425.39799387438245,2141.0,-1887.0,2141.0,31.08917025862069,154.04992778023626,157.15570863467073,1723.0,-1708.0,1723.0,-1013.4695581896551,178.3438979844732,1029.04183166936,-331.0,-1696.0,1696.0
M01,OP02,bad,M01_Feb_2019_OP02_000.h5,-1.5081368684768677,409.1831359863281,409.1859436035156,2254.0,-1983.0,2254.0,33.00518798828125,399.44305419921875,400.8043212890625,1631.0,-1905.0,1905.0,-1037.4097900390625,223.23403930664062,1061.1561279296875,-189.0,-1871.0,1871.0
M01,OP02,good,M01_Aug_2019_OP02_000.h5,-3.3339199862637363,375.8315299680375,375.8463169176873,2254.0,-2508.0,2508.0,34.03870836195055,179.62946247916435,182.8260852764272,1889.0,-2244.0,2244.0,-1015.6329198145604,185.75025858472998,1032.4792425881226,-48.0,-2012.0,2012.0
M01,OP02,good,M01_Aug_2019_OP02_001.h5,-3.1681916610054346,375.06438042807537,375.0777611433353,2291.0,-2320.0,2320.0,34.12199600883152,186.3629547105814,189.4609761932122,2063.0,-2400.0,2400.0,-1015.5500912873641,185.6679670257739,1032.3829628065632,13.0,-1817.0,1817.0
M01,OP02,good,M01_Aug_2019_OP02_002.h5,-3.5970613326149423,384.35321211831155,384.37004372855904,2502.0,-2338.0,2502.0,33.27288748204023,166.98919565344102,170.27177248850063,2022.0,-1987.0,2022.0,-1015.5553722162356,182.033258641946,1031.7406754068886,91.0,-1871.0,1871.0
M01,OP02,good,M01_Aug_2019_OP02_003.h5,-3.494469930959302,379.6321187315636,379.6482014875277,2342.0,-2264.0,2342.0,34.126226380813954,179.26148262327084,182.48089894366422,1977.0,-1912.0,1977.0,-1015.6900322492733,186.18549234952786,1032.613809307219,-83.0,-1959.0,1959.0
M01,OP02,good,M01_Aug_2019_OP02_004.h5,-2.881331197331461,375.1909585134105,375.2020221423126,2420.0,-2192.0,2420.0,34.49371269311798,176.9335844633988,180.26455427072193,1887.0,-2266.0,2266.0,-1015.2536209620787,173.1726781044199,1029.9168370885434,226.0,-1797.0,1797.0
M01,OP02,good,M01_Aug_2019_OP02_005.h5,-3.1118265787760415,369.3835645919203,369.39667196022447,2281.0,-2252.0,2281.0,34.311177571614586,190.51721885412917,193.58219852626692,1903.0,-2160.0,2160.0,-1015.5183817545573,176.85983648562066,1030.8040480339196,-214.0,-1903.0,1903.0
M01,OP02,good,M01_Aug_2019_OP02_006.h5,-3.417139196908602,370.9093754362015,370.9251159287601,2434.0,-2143.0,2434.0,33.716796875,170.08479611578076,173.39452200475284,2106.0,-2158.0,2158.0,-1015.0890667002689,170.83020815731575,1029.363285411664,-132.0,-1819.0,1819.0
M01,OP02,good,M01_Aug_2019_OP02_007.h5,-3.2219025985054346,372.78729861997545,372.8012213884673,2160.0,-2215.0,2215.0,33.26038128396739,178.43778782573298,181.51114865841214,2219.0,-2361.0,2361.0,-1015.2916312839674,186.24824598980373,1032.2332612784467,-165.0,-1784.0,1784.0
M01,OP02,good,M01_Aug_2019_OP02_008.h5,-3.3980804771505375,371.88239311641456,371.89791779589285,2453.0,-2215.0,2453.0,33.978988155241936,172.15997553348421,175.48113520188986,1934.0,-2184.0,2184.0,-1015.2785933299731,171.35548181221756,1029.637471744879,-142.0,-1821.0,1821.0
M01,OP02,good,M01_Aug_2019_OP02_009.h5,-3.340491006540698,388.8138271641763,388.82817680078017,2196.0,-2285.0,2285.0,32.221032430959305,179.3695899980965,182.24062320734689,1932.0,-1948.0,1948.0,-1015.6712050327035,190.30067192277144,1033.3452194048427,17.0,-1971.0,1971.0
M01,OP02,good,M01_Aug_2019_OP02_010.h5,-3.4157852001404496,378.7670478786071,378.78244962934673,2533.0,-2155.0,2533.0,33.83149359199438,169.42108820014474,172.7659546484387,2059.0,-2297.0,2297.0,-1015.5677558813202,178.75424092137763,1031.1793953688168,-138.0,-1852.0,1852.0
M01,OP02,good,M01_Aug_2019_OP02_011.h5,-3.1522202765804597,383.27218018301994,383.2851426743768,2248.0,-2266.0,2266.0,32.63015220905172,166.74614913596665,169.90881402934903,1791.0,-1994.0,1994.0,-1015.2401670258621,185.51924752381893,1032.0513494708023,-158.0,-1877.0,1877.0
M01,OP02,good,M01_Aug_2019_OP02_012.h5,-3.3520063920454546,380.76096307737396,380.7757173855256,1992.0,-2352.0,2352.0,33.63021573153409,172.61002022900766,175.85565243576323,2045.0,-2110.0,2110.0,-1015.4947509765625,178.18433195952989,1031.0088483697969,-247.0,-1832.0,1832.0
M01,OP02,good,M01_Aug_2019_OP02_013.h5,-2.504702360733696,376.1605977546367,376.16893656579543,2502.0,-2469.0,2502.0,34.02566661005435,177.65378634440162,180.882873127228,2274.0,-2264.0,2274.0,-1015.5243609884511,174.48095575150705,1030.4044505343331,-288.0,-1852.0,1852.0
M01,OP02,good,M01_Aug_2019_OP02_014.h5,-3.1563397988505746,382.9356909819697,382.9486987949748,2209.0,-2342.0,2342.0,33.68698365660919,165.42225829997398,168.81746476281404,2043.0,-1870.0,2043.0,-1016.032821479885,172.916051447047,1030.641865621814,-279.0,-1797.0,1797.0
M01,OP02,good,M01_Aug_2019_OP02_015.h5,-3.7178071120689653,383.02340964080884,383.04145261654566,2227.0,-2223.0,2227.0,33.97899829382184,166.43729739457726,169.87038084687543,1928.0,-2330.0,2330.0,-1015.4875404094828,184.4586883347001,1032.1046228115922,31.0,-1946.0,1946.0
M01,OP02,good,M01_Aug_2021_OP02_000.h5,-3.337407956178161,379.4259701442873,379.4406476799758,2102.0,-1983.0,2102.0,32.24242322198276,145.2952877036284,148.82974999678527,1659.0,-1731.0,1731.0,-1014.1256734913793,140.35264154251732,1023.7918468235162,-357.0,-1702.0,1702.0
M01,OP02,good,M01_Aug_2021_OP02_001.h5,-3.1339777166193183,376.1641800326759,376.1772350315522,2119.0,-1885.0,2119.0,30.844870827414773,145.83991851357308,149.06605209907968,1770.0,-1559.0,1770.0,-1014.0219393643466,138.46360534993175,1023.4318069704167,-158.0,-1764.0,1764.0
M01,OP02,good,M01_Aug_2021_OP02_002.h5,-3.499920512354651,380.79515605720206,380.81123975038037,1985.0,-1940.0,1985.0,30.849961391715116,144.23648267027528,147.49875609971406,1702.0,-1940.0,1940.0,-1014.1435092659884,141.629955321247,1023.9854010827656,-150.0,-1825.0,1825.0
M01,OP02,good,M01_Aug_2021_OP02_003.h5,-1.2818255813953487,393.73234903801443,393.73443557277784,2297.0,-2043.0,2297.0,30.773151162790697,181.8069891909407,184.39297207638577,1526.0,-1782.0,1782.0,-1014.0072558139535,153.8795802776409,1025.6167120663388,-290.0,-1846.0,1846.0
